,opening_hours,city,creation_date,id,street,email,phone_number,name
401,08:00-21:00,San Francisco,3/26/19 15:08,423,Freeman Ct,mitre_hotel@outlook.com,0499-584187,Mitre Hotel
402,12:00-20:00,San Francisco,7/28/17 18:54,186,Blanche St,the_guaranty_club@gmail.com,0498-243008,The Guaranty Club
403,08:00-21:00,New York,8/30/17 4:19,221,Convent Ave,hotel_ingleside_motel@aol.com,0498-763590,Hotel Ingleside Motel
404,08:00-21:00,San Francisco,2/13/19 10:05,413,Clementina St,waltons_old_homestead_oyster_and_chop_house@hotmail.com,0495-034310,Waltons Old Homestead Oyster And Chop House
405,08:00-21:00,San Francisco,8/10/18 0:34,370,Auburn St,louisville_&_nashville_railroaad___the_pullman_co@mail.com,0497-666392,Louisville & Nashville Railroaad   The Pullman Co.
406,08:00-21:00,San Francisco,9/17/17 3:11,246,Yerba Buena Dr,barkers_restaurant_and_lunch_room@aol.com,0496-818071,Barkers Restaurant and Lunch Room
407,08:00-21:00,San Francisco,8/18/17 15:07,209,Drake St,brooklyn_daily_eagle_staff@mail.com,0495-413294,Brooklyn Daily Eagle Staff
408,12:00-20:00,San Francisco,5/7/17 23:03,56,Jason Ct,saratogy_racing_association@outlook.com,0494-179301,Saratogy Racing Association
409,08:00-21:00,San Francisco,7/10/17 11:42,167,Folsom St,florida_postmasters_association@gmail.com,0499-468400,Florida Postmasters Association
410,12:00-20:00,San Francisco,6/2/17 23:17,110,Cosmo Pl,hardware_and_metal_trades@mail.com,0497-381236,Hardware And Metal Trades
411,08:00-21:00,New York,4/14/17 1:04,17,W 163rd St,junket_club@gmail.com,0497-162179,Junket Club
412,08:00-21:00,New York,10/22/17 23:32,274,E 132nd St,metlife_building@yahoo.com,0499-503020,MetLife Building
413,12:00-20:00,New York,8/31/17 8:29,225,E 81st St,town_and_country@mail.com,0496-293959,Town And Country
414,08:00-21:00,San Francisco,8/15/17 2:20,203,C St,brevoort_house@aol.com,0498-994926,Brevoort House
415,12:00-20:00,New York,2/18/19 7:11,415,Duke Ellington Blvd,le_vert_galant@hotmail.com,0494-695923,Le Vert Galant
416,12:00-20:00,New York,4/9/17 2:10,9,Cherry St,del_coronada_hotel@yahoo.com,0499-572241,Del Coronada Hotel
417,12:00-20:00,New York,6/8/17 13:23,116,Cliff St,leones@yahoo.com,0495-793323,Leones
418,08:00-21:00,San Francisco,2/7/18 3:44,319,Freelon St,penn_stroud_hotel@mail.com,0498-638390,Penn Stroud Hotel
419,12:00-20:00,San Francisco,6/10/17 1:07,118,Belvedere St,dramaten_restaurangen@inbox.com,0494-988561,Dramaten Restaurangen
420,08:00-21:00,New York,7/2/17 19:11,158,W 143rd St,the_radisson_hotels@inbox.com,0494-801377,The Radisson Hotels
421,08:00-21:00,New York,1/11/18 22:36,311,Reade St,west_side_club@inbox.com,0495-442023,West Side Club
422,08:00-21:00,New York,5/15/18 4:06,348,Washington Square W,kemms_cafe_and_restaurant@inbox.com,0495-953773,Kemms Cafe and Restaurant
423,12:00-20:00,San Francisco,4/24/17 1:04,32,Loyola Terrace,national_association_of_photo_engravers@mail.com,0497-606847,National Association Of Photo Engravers
424,12:00-20:00,New York,6/14/17 11:14,129,W 60th St,hotel_worthy@aol.com,0498-745816,Hotel Worthy
